S NO,DISTRICT,BLOCK NAME,SCHOOL NAME,SCHOOL ADDRESS,PINCODE
6724,Kancheepuram,Kancheepuram,Melmaruvathur Adhiparasakthi High School,,
6725,KANCHEEPUR,Kancheepuram,"MMS EKAMBARA SANNADHI, KANCHIPURAM",ekambaranather west mada streetkanchipuram,631502
6726,KANCHEEPUR,Kancheepuram,"MMS MUTHUCETTIYAAR, KANCHIPURAM",92/27 NARAYANAPALAYAM STREETKANCHEEPURAM,631501
6727,KANCHEEPUR,Kancheepuram,MMS OLIMUGAMADUPETTAI,"82, Vellore Road, Olimuhammedpet, Kancheepuram",631502
6728,KANCHEEPUR,Kancheepuram,"MMS VAIGUNDAM, KANCHIPURAM",1A vaigunda perumal koil streetkancheepuram,631502
6729,KANCHEEPUR,Kancheepuram,MMS YAGASALAI,22/16 Yagasalai Mandapam StreetLittle Kancheepuram,631501
6730,KANCHEEPUR,Kancheepuram,"MMS, MELPILLAIYAR PALAYAM, KANCHIPURAM","NO:24, Nadu Street, PillaiyarpalayamKanchipuram",631501
6731,KANCHEEPUR,Kancheepuram,"MMS, OKKAPIRANDAN ,KANCHIPURAM",10/43 Okkapiranthan Kulam New Street,631502
6732,KANCHEEPUR,Kancheepuram,"MMS,ALADI KANCHIPURAM","No. 49 G/1Pallikoodathan street,  Kanchipuram",631501
6733,KANCHEEPUR,Kancheepuram,"MMS. KVK., Kanchipuram",11 c upperi kulum streetkanchipuram,631502
6734,KANCHEEPUR,Kancheepuram,"New Bharathidasan Mat.HSS, Orikkai","77, MULLAI NAGAR, ORIKKAIKANCHEEPURAM",631502
6735,KANCHEEPUR,Kancheepuram,"PACHAIYAPPA'S BRANCH, KANCHIPURAM","130,THIRUKACHI NAMBI STREET,Little Kanchipuram",631501
6736,KANCHEEPUR,Kancheepuram,Pachaiyappa's HSS,"54,55VALLAL PACHAIYAPPAN ST",631501
6737,KANCHEEPUR,Kancheepuram,"Pallavan MS, Kolivakkam","PALLAVAN POLYTECHNIC CAMPUS, KOLIVAKKAM, KANCHIPURAMIYYENKARKULAM, KANCHIPURAM",631502
6738,KANCHEEPUR,Kancheepuram,Prashanthi Gurukulam CBSE School,"Asoor
Uthiramerur road, Walajabad Taluk",631502
6739,KANCHEEPUR,Kancheepuram,"PTVS (Aided) HS, Kanchipuram",102 Sengazhu neerodai streetkanchipuram,631502
6740,KANCHEEPUR,Kancheepuram,"PTVS Matriculation school,Kanchipuram","NO.90-A, Sengazhuneerodai Street, Kanchipuram",631502
6741,KANCHEEPUR,Kancheepuram,PUMS COLLECTORS COLONY,TNHB QUARTERSSEVILIMEDU,631501
6742,KANCHEEPUR,Kancheepuram,PUMS MARIYAMMANNAGAR,PUMS  Mariyamman  nagar\sirukavaripakkam post,631502
6743,KANCHEEPUR,Kancheepuram,PUMS MUSARAVAKKAM,THOTTAKARA STREET\MUSARAVAKKAM,631551
6744,KANCHEEPUR,Kancheepuram,PUMS THENAMPAKKAM,"1 PERUMAL KOIL STREET, THENAMBAKKAM",631501
6745,KANCHEEPUR,Kancheepuram,PUMS VATHIYUR,kooram post \VADHIYUR,631502
6746,KANCHEEPUR,Kancheepuram,"PUMS, DAMAL","IRATTAI BRAMANAR STREET, DHAMAL,KANCHIPURAM",631551
6747,KANCHEEPUR,Kancheepuram,"PUMS, KALAKATTUR",Gandhi roadKalakattur,631502
6748,KANCHEEPUR,Kancheepuram,"PUMS, KAMMARASAPURAM","mettu street,kambarajapuram\THAMMMANUR POST  631605",631605
