S NO,DISTRICT,BLOCK NAME,SCHOOL NAME,SCHOOL ADDRESS,PINCODE
15215,THANJAVUR,Orathanadu,GHSS - THIRUMANGALAKKOTTAI KEELAIYUR,"VAMBAN STREET,THIRUMANGALAKKOTTAI EAST",614905
15216,THANJAVUR,Orathanadu,GHSS - VADASERI,NORTH STREET\VADASERI,614905
15217,THANJAVUR,Orathanadu,GHSS (BOYS) - ORATHANADU,"MANARGUDI ROAD,ORATHANADU - 614625,NEAR BED COLLEGE",614625
15218,THANJAVUR,Orathanadu,GHSS -PATCHUR,ghss pachurghss pachur,614902
15219,THANJAVUR,Orathanadu,GHSS(G)-ORATHANADU,"GOVERNMENT GIRLS HR.SEC. SCHOOL NEAR ORATHANADU BUS STAND,ORATHANADU TK",614625
15220,THANJAVUR,Orathanadu,GHSS-ILLUPPAITHOPPU,ambalapattu northiluppaithoppu,614262
15221,THANJAVUR,Orathanadu,GHS-SOLAPURAM(WEST),GHScholapuramwest,614902
15222,THANJAVUR,Orathanadu,GHSS-PANAYAKKOTTAI,"GOVT HR SEC SCHOOL,MOORTHYAMBALPURAM",614019
15223,THANJAVUR,Orathanadu,GHSS-URANTHARAYANKUDIKKADU,G.H.S.S  ORANTHAIRAYANKUDIKADU,614625
15224,THANJAVUR,Orathanadu,GHSS-VANDAIYARIRUPPU,"GOVERNMENT HIGHER SECONDARY SCHOOL,SOUTH STREET,VANDAIYARIRUPPU",614019
15225,THANJAVUR,Orathanadu,GHS-VADAKUR VADAKKU,GHS-VADAKKUR VADAKKUORATHANADU,614902
15226,THANJAVUR,Orathanadu,GHS-VELLUR,"GOVT HIGH SCHOOL, VELLURORATHANADU T.K
,THANJAVUR D.T",614626
15227,THANJAVUR,Orathanadu,GHS-VELLUR,"GOVT HIGH SCHOOL, VELLUR ORATHANADU T.K
,THANJAVUR D.T",
15228,THANJAVUR,Orathanadu,GOVT. MPN H S- OKKANADU MELAIYUR,OKKANADU MELAIYUROKKANADU MELAIYUR,614625
15229,THANJAVUR,Orathanadu,KASILINGAM MATRIC - PAPPANADU,"KASILINGAM MATRIC SCHOOL ,SIVAPARVATHI
GARDEN, PAPPANADU PO, ORATHANADU TK, THANJAVUR DT",614626
15230,THANJAVUR,Orathanadu,LITTLE ROSE M H S S- ORATHANADU,LITTLE ROSE MATRICULATION SCHOOL 55G 3 THIRUVONAM ROADORATHANADU,614625
