S NO,DISTRICT,BLOCK NAME,SCHOOL NAME,SCHOOL ADDRESS,PINCODE
11815,PUDUKKOTTA,Thirumayam,"ST.JOSEPH MATRIC SCHOOL, THIRUMAYAM",536KARAIKUDI RAMESHWARAM MAIN ROAD THIRUMAYAM,622507
11816,PUDUKKOTTA,Thirumayam,"ST.JOSEPH MATRIC SCHOOL, VIRACHILAI","Virachilai,Neikonam Road,Thirumayam Taluk,Pudukkottai Dt.,",622412
11817,PUDUKKOTTA,Thirumayam,"ST.SEBASTIAR MATRIC SCHOOL, KATTUBAVAPALLIVASAL",meyyapuramk.pallivasal,622503
11818,PUDUKKOTTA,Thirumayam,"VALLUVAR MIDDLE SCHOOL, KULIPIRAI",KULIPIRAIKULIPIRAI,622402
11819,PUDUKKOTTA,Thiruvarankulam,ABIRAMI MATRICULATION SCHOOL ALANGUDI,"37,Ramachandrapuram I streetALANGUDI (POST)",622301
11820,PUDUKKOTTA,Thiruvarankulam,"ADR MATRIC HR.SEC.SCHOOL,KAIKURICHI","ADR MATRIC HR SEC SCHOOLARANTHANGI ROAD, KAIKKURICHI",622303
11821,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT BOYS HIGHER SECONDARY SCHOOL,ALANGUDI",BHARATHIDASAN SALAIALANGUDI,622301
11822,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT BOYS HIGHER SECONDARY SCHOOL,KOTHAMANGALAM",KothamangalamAlangudi,614624
11823,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT GIRLS HIGHER SECONDARY SCHOOL,ALANGUDI","ANDI KULAM,ALANGUDIALANGUDI",622301
11824,PUDUKKOTTA,Thiruvarankulam,GOVERNMENT HIGH SCHOOL K.RASIAMANGALAM,"K.RASIYAMANGALAM, ALANGUDI (TK) K.RASIYAMANGALAM ,ALANGUDI (TK)",622301
11825,PUDUKKOTTA,Thiruvarankulam,GOVERNMENT HIGH SCHOOL KEELAIYUR,"keelaiyur,Kulavipatti post , Alangudi taluk,  Pudukkottai district.",622201
11826,PUDUKKOTTA,Thiruvarankulam,GOVERNMENT HIGH SCHOOL S.KULAVAIPATTI,S. KULAVAIPATTI &  PO ALANGUDI  TK -622201,622201
11827,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGH SCHOOL,K.V.KOTTAI",K.V.KOTTAI POST\ALANGUDI TALUK PIN 622301,622301
11828,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGH SCHOOL,KOTHAKKOTTAI",KothakkottaiKothakkottai,622303
11829,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGH SCHOOL,PALLATHIVIDUTHI","PALLATHIVIDUTHI(PO),ALANGUDI(TK),PUDUKKOTTAI",622301
11830,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGH SCHOOL,PULLANVIDUTHY",PULLANVIDUTHI POST\ALANGUDI TALUK,622304
11831,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGH SCHOOL,SENTHANGUDI",NAGARAM POSTALANGUDI TALUK,614624
11832,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGH SCHOOL,SOORANVIDUTHI",SOORANVIDUTHI POSTALANGUDI TK,622301
11833,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGHER SECONDARY SCHOOL,ARAYAPPATTI",ARAYAPPATTI\ARAYAPPATTI(PO),614622
11834,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGHER SECONDARY SCHOOL,L.N.PURAM","L.N.PURAM  POSTALANGUDI TK , PUDUKKOTTAI DT",622304
11835,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGHER SECONDARY SCHOOL,MANGADU","GHSS, MANGADU
MANGADU POST ALANGUDI TALUK",622304
11836,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGHER SECONDARY SCHOOL,MANJANVIDUTHI",VAMBAN POALANGUDY TK,622303
11837,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGHER SECONDARY SCHOOL,NEDUVASAL","SERUVAVIDUTHY ROAD,NEDUVASAL-EAST",622304
11838,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGHER SECONDARY SCHOOL,THIRUVARANKULAM",THIRUVARANKULAMALANGUDI TK,622303
11839,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGHER SECONDARY SCHOOL,VADAKADU",VADAGADUVADAGADU,622304
11840,PUDUKKOTTA,Thiruvarankulam,"GOVERNMENT HIGHER SECONDARY SCHOOL,VENNAVALKUDI",VENNAVALKUDI VENNAVALKUDI POSTALANGUDI TALUK  PUDUKKOTTAI DISTRICT,622201
11841,PUDUKKOTTA,Thiruvarankulam,"GOVT BOYS HIGHER SECONDARY SCHOOL,KEERAMANGALAM",KEERAMANGALAMKEERAMANGALAM,614624
