S NO,DISTRICT,BLOCK NAME,SCHOOL NAME,SCHOOL ADDRESS,PINCODE
16915,THOOTHUKKU,Thiruchenthur,"ST.MARY'S MIDDLE SCHOOL, ADAIKALAPURAM",ST MARYS MS SCHOOLADAIKALAPURAM,628217
16916,THOOTHUKKU,Thiruchenthur,"STARS' MODEL MATRICULATION HIGHER
SECONDARY SCHOOL, KUMARAPURAM - TIRUCHENDUR",KumarapuramTiruchendur,628215
16917,THOOTHUKKU,Thiruchenthur,"SUDHANTHIRA VIDHYASALAI MIDDLE SCHOOL, MANAKADU",NARAYANASAMI KOIL STREET\MANAKADU,628205
16918,THOOTHUKKU,Thiruchenthur,"TDTA MARY SOUNDARAPANDIAN HIGH SCHOOL, PITCHIVILAI",MAIN ROADPITCHIVILAI,628219
16919,THOOTHUKKU,Thiruchenthur,"THIRUKKUDUMBAM   HIGH SCHOOL , ALANTHALAI",Thirukkudumbam high schoolAlanthalai,628206
16920,THOOTHUKKU,Thiruchenthur,TNDTA MIDDLE SCHOOL  JERUSELAM,"Jerusalem, Mannivilai (Post)Tiruchendur",628218
16921,THOOTHUKKU,Thiruchenthur,TNDTA MIDDLE SCHOOL SONAGANVILAI,"TNDTA Middle School, Main Road, Sonaganvilai",628201
16922,THOOTHUKKU,Thiruchenthur,TNDTA MIDDLE SCHOOL VALLIVILAI,TDTA MS VALLIVILAITDTA MS VALLIVILAI,628218
16923,THOOTHUKKU,Thiruchenthur,"TNDTA MS, RAJAMANIYAPURAM",RAJAMANIYAPURAM POSTARUMUGANERI,628202
16924,THOOTHUKKU,Thiruchenthur,"TNDTA MS, VEERAMANICKAM",TNDTA MSVEEREMANICKAM,628212
16925,THOOTHUKKU,Thiruchenthur,"WISDOM PUBLIC SCHOOL, VEERAPANDIAPATTINAM",Vision NagarKayalpatinam - Trichendur main Road,628216
16926,THOOTHUKKU,Thiruchenthur,"ZUBAIDA HSS, KAYALPATNAM",KUTHUCKAL STREET\KAYALPATNAM,628204
16927,THOOTHUKKU,Thoothukudi Rural,ALAGAR PUBLIC SCHOOL THOOTHUKUDI,4/42/3 MUTHAMMAL COLONYTUTICORIN,628002
16928,THOOTHUKKU,Thoothukudi Rural,AMRITA VIDYALAYAM,AMRITA NAGAR\MARAVAN MADAM,628103
16929,THOOTHUKK UDI,Thoothukudi Rural,AMRITA VIDYALAYAM,"3/200, palai Main road,Maravanmadam, Thoothukudi.",
16930,THOOTHUKKU,Thoothukudi Rural,BMC HIGHER SECONDARY SCHOOL MILLERPURAM THOOTHUKUDI,"4/37\F , MILLERPURAM, THOOTHUKUDI",628008
16931,THOOTHUKKU,Thoothukudi Rural,"BMC MATRIC HR.SEC.SCHOOL, THOOTHUKUDI",MILLERPURAM\THOOTHUKUDI,628008
16932,THOOTHUKKU,Thoothukudi Rural,"CHANDY MATRIC HIGH SCHOOL,MUTHIAHPURAM","2/45, North Street\Muthiahpuram",628005
16933,THOOTHUKKU,Thoothukudi Rural,DEVAPITCHAI MEMORIAL MATRICULATION SCHOOL,"1/79, SRINI NAGAR\KORAMPALLAM",628101
16934,THOOTHUKKU,Thoothukudi Rural,GEETHA MATRIC HSS MUTHYAPURAM,"5/249A1. GEETHA NAGARMUTHIAHPURAM, THOOTHUKUDI",628005
16935,THOOTHUKKU,Thoothukudi Rural,GHS POTTALKADU,MULLAKADU POST\POTTALKADU village thoothukudi dist,628005
16936,THOOTHUKKU,Thoothukudi Rural,GHSS M.THANGAMMALPURAM,1 st streetM.THANGAMMALPURAM,628005
16937,THOOTHUKKU,Thoothukudi Rural,GHSS MUDIVAITHANENDAL,NEAR MUDIVAITHANENDAL PRIMARY HEALTH CENTERVAGAIKULAM,628102
16938,THOOTHUKKU,Thoothukudi Rural,GHSS SORISPURAM,GHSS SORISPURAM,628101
16939,THOOTHUKKU,Thoothukudi Rural,GOOD SHEPHERD MODEL SCHOOL KORAMPALLAM,3B OPP TO COLLECTORATE\PERIYANAYAGIPURAM,628101
16940,THOOTHUKKU,Thoothukudi Rural,HARBOUR HR SEC SCHOOL,"HARBOUR ESTATEBHARATHI NAGAR, MUTHIAHPURAM",628004
16941,THOOTHUKKU,Thoothukudi Rural,HINDU MIDDLE SCHOOL MUDIVAITHANENDAL,HINDU MIDDLE SCHOOL MUDIVAITHANANTHALMAIN STREET,628102
16942,THOOTHUKKU,Thoothukudi Rural,HOLY FAMILY TAMIL MIDDLE SCHOOL CALDWELL COLONY,RC THIRUKUDUMBAM MS CALDWELL COLONYFOURTH STREET,628008
16943,THOOTHUKKU,Thoothukudi Rural,ICE - KING OF KINGS  MATRICULATION  HIGHER SECONDARY SCHOOL,"1D/220, VMS NAGAR, MEELAVITTAN ROAD, THOOTHUKUDI.",628002
16944,THOOTHUKKU,Thoothukudi Rural,"INFANT MATRICULATION HIGHER SECONDARY
SCHOOL, KRISHNARAJAPURAM MAIN ROAD, THOOTHUKUDI",6/427/2 THOMSON COLONY KRISHNARAJAPURAM MAIN ROAD THOOTHUKUDI -26/427/2 THOMSON COLONY,628002
16945,THOOTHUKKU,Thoothukudi Rural,"ISHA VIDHYA MATRIC. HR.SEC. SCHOOL, KOOTAMPULI","8/163-1&2,Kumaragiri PanchayatPudhukottai(p.o)",628103
16946,THOOTHUKKU,Thoothukudi Rural,ISRAEL MEMORIAL MATRIC SCHOOL KATTALANKULAM,29 nallamalaisenthiambalam,628251
16947,THOOTHUKKU,Thoothukudi Rural,"K.T.KOSALRAM HIGH SCHOOL, MUTHIAHPURAM","2/5, NORTH STREETMUTHIAHPURAM",628005
16948,THOOTHUKKU,Thoothukudi Rural,"KAMAK MATRIC HR.SEC. SCHOOL,  SANKARAPERI","4/1/1, ETTAYAPURAM ROAD, THOOTHUKUDI.",628002
16949,THOOTHUKKU,Thoothukudi Rural,LUCIA TRANSITIONAL MIDDLE SCHOOL FOR THE INTELLECTUAL DISABLED,"SilverpuramMeelavittan-P.O, Thoothukudi",628002
16950,THOOTHUKKU,Thoothukudi Rural,PUMS BHARATHI NAGAR,"Thangamani nagar 4th street,
Muthiah puram post, tuticorin-628005",628005
16951,THOOTHUKKU,Thoothukudi Rural,PUMS DEVAR COLONY,"PRIIMARY SCHOOL - P.M.THEVAR COLONY 2ND STREET
,THOOTHUKUDI.
UPPER PRIMARY : AYYASAMY NAGAR, 2ND STREET,",628008
