S NO,DISTRICT,BLOCK NAME,SCHOOL NAME,SCHOOL ADDRESS,PINCODE
18593,TIRUPATHUR,Alangayam,"PUUBMS, JAFFARABAD","HIGH ROAD, JAFFARABAD 635754",635754
18594,TIRUPATHUR,Alangayam,"PUUGMS, JAFFARABAD",JAFFRABAD VANIYAMBADI,635754
18595,TIRUPATHUR,Alangayam,"SAINT FRANCIS DE SALES MATRIC HSS, ALANGAYAM","50, GOLLAR STREET ALANGAYAM",635701
18596,TIRUPATHUR,Alangayam,"SRI VIVEKANANDA MATRIC SCHOOL , VELLAKUTTAI",vellakuttai vill&postvellakuttai vill&post,635752
18597,TIRUPATHUR,Jolarpet,AHSS DONBOSCO - JOLARPET,BABU NAGAR\JOLARPET,635851
S NO,DISTRICT,BLOCK NAME,SCHOOL NAME,SCHOOL ADDRESS,PINCODE
18598,TIRUPATHUR,Jolarpet,"ANT MATRIC SCHOOL, THIRUPATTUR","252, ASIRIYAR NAGARTIRUPATTUR",635601
18599,TIRUPATHUR,Jolarpet,"BOSTON MATRIC HSS, JOLARPET","No: 28,NETHAJI ROAD CHAKKARAKUPPAM, S. KODIYUR",635851
18600,TIRUPATHUR,Jolarpet,"C.S MATRIC HSS, JAYAPURAM","3-94,JAYAPURAM,JAYAPURAM POST&VILLAGE,",635651
18601,TIRUPATHUR,Jolarpet,DEVI VENKATACHALAM PUBLIC SCHOOL,,
18602,TIRUPATHUR,Jolarpet,"DEWAN MOHAMED MEMORIAL MATRIC  HR SEC SCHOOL ,  KETHANDAPATTI","TIRUPATTUR CO-OP SUGAR MILL,SUGAR MILL POST\KETHANDAPATTI,NATTRAMPALLI TK",635815
18603,TIRUPATHUR,Jolarpet,"DON BOSCO MATRIC HSS, THIRUPATHUR","Don Bosco Nagar, Vaniyambadi Road Main Road, Tirupattur- 635601. Tirupattur District.",635601
18604,TIRUPATHUR,Jolarpet,DON BOSCO SCHOOL OF EXCELLENCE,"Semmozhi Nagar Vaniyambadi Road, Tirupattur",635601
18605,TIRUPATHUR,Jolarpet,"EBENEZER MAT. HR.SEC.SCHOOL, YELAGIRI HILLS","KOTTUR, ATHANAVUR PO\YELAGIRI HILLS",635853
18606,TIRUPATHUR,Jolarpet,GGHSS JOLARPET,"51,GANDHI ROAD,EDAYAMPATTIJOLARPETTAI",635851
18607,TIRUPATHUR,Jolarpet,GHS ASHOK NAGAR,1ST STREET\ASHOK NAGAR,635601
18608,TIRUPATHUR,Jolarpet,GHS CHINNAKAMMIYAMPATTU,"CHINNAKAMMIYAMPATTU ,REDDIYUR POST,REDDIYUR,JOLARPETTAI.",635851
18609,TIRUPATHUR,Jolarpet,"GHS, CHINNAMOOKANUR","pachal post, Tirupattur t k",635602
18610,TIRUPATHUR,Jolarpet,"GHS, NEKKUNDHI",NEKKUNDHINATRAMPALLI,635751
18611,TIRUPATHUR,Jolarpet,GHSS  THAMALERIMUTHUR,"OORANVEETTU VATTAM DAMALERIMUTHUR, TIRUPATTUR DIST.",635853
18612,TIRUPATHUR,Jolarpet,GHSS ATHANAVUR,YELAGIRI HILLS \ATHANAVUR,635853
18613,TIRUPATHUR,Jolarpet,GHSS JAYAPURAM,JAYAPURAM VILL AND POSTNATRAMPALLI TK,635651
18614,TIRUPATHUR,Jolarpet,GHSS KETHANDAPATTI,GOVT HIGHER SECONDARY SCHOOL KETHANDAPATTI,635815
